dbn,school_name,school_type,enrollment,survey_pp_RI,survey_pp_CT,survey_pp_SE,survey_pp_ES,survey_pp_SF,survey_pp_TR,gender_female_pct,gender_male_pct,QR_1_1,QR_1_2,QR_2_2,QR_3_4,QR_4_2,QR_1_4,QR_1_3,QR_3_1,QR_4_1,QR_5_1,ELL,IEP,hs_overage_undercredit_hoi_pct,temp_housing_pct,hra_elig_pct,median_distance,Principal_experience,Teach_3_more_exp,val_attendance_hs_all,val_chronic_absent_hs_all,Teacher_attendance,n_pct_cpci_all,val_pct_cpci_all,n_grad_pct_4_all,val_grad_pct_4_all,n_grad_pct_6_all,val_grad_pct_6_all,n_act_engl,val_act_engl,n_act_math,val_act_math,n_act_read,val_act_read,n_act_scie,val_act_scie,n_mean_act_engl,val_mean_act_engl,n_mean_act_math,val_mean_act_math,n_mean_act_read,val_mean_act_read,n_mean_act_scie,val_mean_act_scie,n_mean_sat_math,val_mean_sat_math,n_mean_sat_writ,val_mean_sat_writ,n_pct_act_engl,val_pct_act_engl,n_pct_act_math,val_pct_act_math,n_pct_sat_math,val_pct_sat_math,n_pct_sat_writ,val_pct_sat_writ
11X544,High School for Contemporary Arts,High School,322,0.79,0.96,0.8,0.96,0.93,0.94,0.615,0.385,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,0.196,0.28,0.152,0.22,0.811,1.7,5.7,0.931,0.839,0.4,0.987,110,0.495,110,0.782,147,0.837,110,0,110,0,110,0,110,0,,,,,,,,,63,379,63,404,110,0,110,0,110,0.018,110,0.091
11X545,Bronx Aerospace High School,High School,206,0.78,0.94,0.84,0.96,0.83,0.92,0.228,0.772,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.165,0.277,0.17,0.199,0.83,1.6,0.1,1,0.877,0.288,0.983,78,0.731,78,0.795,86,0.744,78,0,78,0,78,0,78,0,,,,,,,,,55,411,55,402,78,0,78,0,78,0.09,78,0.154
12X242,Mott Hall V,High School,377,0.73,0.88,0.86,0.9,0.93,0.92,0.523,0.477,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.141,0.257,0.016,0.082,0.828,0.5,16.2,0.828,0.878,0.358,0.984,93,0.774,93,0.957,99,0.919,93,0,93,0,93,0,93,0,,,,,,,,,80,436,80,444,93,0,93,0,93,0.118,93,0.269
12X248,"Metropolitan High School, The",High School,164,0.61,0.72,0.76,0.75,0.89,0.86,0.463,0.537,Proficient,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,0.232,0.299,0.116,0.238,0.848,1.1,4,0.8,0.876,0.345,0.97,84,0.655,84,0.714,113,0.743,84,0,84,0,84,0,84,0,,,,,,,,,38,396,38,395,84,0,84,0,84,0,84,0.071
12X251,Explorations Academy H.S.,High School,331,0.71,0.8,0.83,0.78,0.91,0.87,0.402,0.598,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,0.199,0.278,0.154,0.184,0.837,1,1,0.724,0.866,0.399,0.979,57,0.474,57,0.789,100,0.75,57,0,57,0,57,0,57,0,,,,,,,,,41,412,41,403,57,0,57,0,57,0.035,57,0.123
12X267,Bronx Latin,High School,313,0.76,0.87,0.83,0.91,0.91,0.9,0.435,0.565,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,0.109,0.243,0.016,0.083,0.831,1,9,0.617,0.91,0.313,0.986,75,0.787,75,0.933,91,0.923,75,0,75,0,75,0,75,0,55,30.5,55,31.3,55,31.1,55,30.1,62,442,62,454,75,0,75,0,75,0.147,75,0.32
12X271,East Bronx Academy for the Future,High School,409,0.74,0.93,0.81,0.93,0.88,0.93,0.467,0.533,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.149,0.269,0.093,0.164,0.873,0.9,17.2,0.746,0.855,0.445,0.984,107,0.523,107,0.785,114,0.825,107,0,107,0,107,0,107,0,,,,,,,,,73,434,73,418,107,0,107,0,107,0.047,107,0.112
12X478,The Cinema School,High School,363,0.63,0.85,0.79,0.77,0.89,0.9,0.554,0.446,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.058,0.212,0.039,0.121,0.769,1.5,7.9,0.64,0.853,0.537,0.983,78,0.974,78,0.949,67,1,78,0,78,0,78,0,78,0,,,,,,,,,74,448,74,453,78,0,78,0,78,0.192,78,0.308
12X479,Bronx Career and College Preparatory High School,High School,263,0.68,0.83,0.78,0.85,0.88,0.83,0.471,0.529,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,0.186,0.281,0.171,0.236,0.871,1.2,6,0.696,0.808,0.495,0.991,65,0.569,65,0.8,84,0.702,65,0,65,0,65,0,65,0,,,,,,,,,42,385,42,399,65,0,65,0,65,0,65,0.062
12X511,Bronx Envision Academy,High School,400,0.73,0.94,0.83,0.95,0.93,0.96,0.518,0.483,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.175,0.278,0.138,0.193,0.84,1.1,10.2,0.833,0.819,0.419,0.988,101,0.762,101,0.871,106,0.783,101,0,101,0,101,0,101,0,,,,,,,,,89,416,89,428,101,0,101,0,101,0.079,101,0.188
12X521,The Metropolitan Soundview High School,High School,457,0.75,0.67,0.76,0.74,0.81,0.83,0.49,0.51,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Developing,Proficient,0.153,0.254,0.096,0.158,0.827,0.9,6,0.8,0.901,0.303,0.979,100,0.63,100,0.77,107,0.776,100,0,100,0,100,0,100,0,,,,,,,,,82,407,82,413,100,0,100,0,100,0.06,100,0.09
12X550,High School of World Cultures,High School,309,0.82,0.98,0.85,0.98,0.9,0.95,0.443,0.557,Developing,Developing,Proficient,Developing,Developing,Developing,Developing,Developing,Developing,Developing,0.845,0.039,0.223,0.269,0.748,1.1,18,0.71,0.861,0.393,0.99,131,0.435,131,0.916,113,0.735,131,0,131,0,131,0,131,0,,,,,,,,,46,393,46,395,131,0,131,0,131,0.008,131,0.023
12X682,Fannie Lou Hamer Freedom High School,High School,478,0.82,0.95,0.9,0.97,0.91,0.97,0.475,0.525,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.149,0.282,0.121,0.174,0.839,1,7,0.861,0.692,0.873,0.991,113,0.354,113,0.814,121,0.818,113,0,113,0,113,0,113,0,,,,,,,,,83,389,83,400,113,0,113,0,113,0.009,113,0.071
12X684,Wings Academy,High School,345,0.64,0.9,0.79,0.89,0.92,0.93,0.319,0.681,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,0.067,0.287,0.099,0.203,0.87,1.8,1.7,0.846,0.827,0.43,0.979,87,0.529,87,0.713,92,0.739,87,0,87,0,87,0,87,0,55,30.5,55,31.3,55,31.1,55,30.1,56,408,56,423,87,0,87,0,87,0.034,87,0.149
13K265,Dr. Susan S. McKinney Secondary School of the Arts,High School,224,0.67,0.83,0.78,0.85,0.86,0.87,0.629,0.371,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,0.031,0.241,0.045,0.112,0.795,2.5,2,1,0.888,0.227,0.99,52,0.904,54,0.87,55,0.873,54,0,54,0,54,0,54,0,,,,,,,,,46,429,46,440,52,0,52,0,52,0.135,52,0.231
13K350,Urban Assembly School of Music and Art,High School,176,0.7,0.9,0.91,0.89,0.94,0.94,0.71,0.29,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.045,0.261,0.057,0.125,0.795,3.8,16.2,0.692,0.798,0.514,0.98,24,0.542,24,0.792,50,0.9,24,0,24,0,24,0,24,0,,,,,,,,,15,383,15,390,24,0,24,0,24,0.042,24,0.083
13K412,Brooklyn Community Arts & Media High School (BCAM),High School,547,0.72,0.89,0.81,0.91,0.92,0.93,0.554,0.446,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.04,0.305,0.112,0.146,0.735,2.6,15.2,0.833,0.752,0.539,0.997,130,0.577,130,0.846,86,0.86,130,0,130,0,130,0,130,0,,,,,,,,,116,417,116,428,130,0,130,0,130,0.069,130,0.254
13K419,"Science Skills Center High School for Science, Tec",High School,573,0.75,0.85,0.79,0.86,0.92,0.85,0.412,0.588,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,0.03,0.124,0.031,0.113,0.621,4.2,9.3,0.865,0.962,0.128,0.98,154,0.994,154,0.994,110,0.955,154,0,154,0,154,0,154,0,,,,,,,,,146,461,146,464,154,0,154,0,154,0.24,154,0.422
13K430,Brooklyn Technical High School,High School,"5,917",0.78,0.78,0.76,0.8,0.75,0.84,0.404,0.596,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0,0.016,0.001,0.025,0.4,5.5,4.6,0.966,0.951,0.099,0.985,1476,0.998,1476,0.961,1418,0.992,1476,0.037,1476,0.037,1476,0.037,1476,0.037,55,30.5,55,31.3,55,31.1,55,30.1,1442,720,1442,663,1476,0.037,1476,0.037,1476,0.976,1476,0.976
13K527,Urban Assembly Institute of Math and Science for Y,High School,322,0.76,0.87,0.82,0.91,0.92,0.92,1,0,Developing,Developing,Developing,Developing,Developing,Proficient,Proficient,Developing,Proficient,Developing,0.09,0.183,0.05,0.115,0.742,3.8,11,0.833,0.858,0.441,0.985,61,0.984,61,0.967,70,0.957,61,0,61,0,61,0,61,0,,,,,,,,,54,432,54,448,61,0,61,0,61,0.131,61,0.279
13K594,Gotham Professional Arts Academy,High School,172,0.92,0.92,0.91,0.96,0.88,0.87,0.593,0.407,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.035,0.343,0.058,0.151,0.733,2.4,2.8,1,0.8,0.73,0.998,34,0.059,34,0.882,32,0.813,34,0,34,0,34,0,34,0,,,,,,,,,19,362,19,411,34,0,34,0,34,0,34,0.088
13K595,Bedford Academy High School,High School,396,0.7,0.83,0.83,0.89,0.94,0.88,0.51,0.49,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.013,0.144,0.015,0.061,0.414,2,11.3,0.864,0.939,0.206,0.985,83,0.97,83,0.976,72,1,83,0,83,0,83,0,83,0,18,14.7,18,16,18,17.1,18,17.6,81,493,81,495,83,0,83,0,83,0.361,83,0.554
13K605,George Westinghouse Career and Technical Education,High School,714,0.69,0.79,0.8,0.88,0.86,0.9,0.305,0.695,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.042,0.218,0.052,0.098,0.682,4,4,0.769,0.844,0.359,0.969,181,0.912,181,0.906,144,0.972,181,0,181,0,181,0,181,0,,,,,,,,,166,437,166,438,181,0,181,0,181,0.127,181,0.254
13K670,Benjamin Banneker Academy,High School,887,0.77,0.94,0.81,0.97,0.92,0.94,0.516,0.484,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,0.016,0.149,0.019,0.085,0.57,3,5.1,0.837,0.901,0.327,0.991,191,0.958,191,0.958,189,0.995,191,0,191,0,191,0,191,0,,,,,,,,,175,487,175,478,191,0,191,0,191,0.304,191,0.44
13K674,"City Polytechnic High School of Engineering, Archi",High School,465,0.66,0.7,0.79,0.8,0.92,0.87,0.176,0.824,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,0.03,0.181,0.041,0.069,0.544,4.3,3.2,0.667,0.85,0.435,0.988,80,0.919,80,0.963,83,0.88,80,0,80,0,80,0,80,0,,,,,,,,,75,465,75,461,80,0,80,0,80,0.25,80,0.338
14K071,Juan Morel Campos Secondary School,High School,317,0.8,0.89,0.87,0.89,0.94,0.93,0.451,0.549,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,0.287,0.287,0.063,0.167,0.811,1,4.8,0.907,0.779,0.579,0.974,64,0.5,64,0.531,95,0.758,64,0,64,0,64,0,64,0,,,,,,,,,41,388,41,392,64,0,64,0,64,0,64,0.063
14K449,"Brooklyn Latin School, The",High School,808,0.81,0.9,0.79,0.93,0.84,0.94,0.459,0.541,Well Developed,Proficient,Developing,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.002,0.024,0.004,0.041,0.462,5.6,2.2,0.837,0.949,0.137,0.982,162,0.994,162,0.975,156,0.994,162,0.006,162,0.006,162,0.006,162,0.006,1,,1,,1,,1,,157,675,157,640,162,0.006,162,0.006,162,0.944,162,0.963
14K454,The Williamsburg High School of Art and Technology,High School,385,0.64,0.95,0.87,0.94,0.89,0.92,0.387,0.613,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,0.114,0.236,0.031,0.138,0.717,2.1,9.6,0.833,0.91,0.308,0.993,76,0.27,76,0.947,71,0.845,76,0,76,0,76,0,76,0,,,,,,,,,54,410,54,412,76,0,76,0,76,0.026,76,0.118
14K474,PROGRESS High School for Professional Careers,High School,548,0.71,0.9,0.75,0.91,0.86,0.93,0.495,0.505,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.19,0.255,0.139,0.184,0.786,1.9,2.6,0.775,0.779,0.531,0.992,166,0.38,166,0.717,221,0.81,166,0.006,166,0.006,166,0.006,166,0.006,1,31,1,32.1,1,33.7,1,33.1,110,404,110,413,166,0,166,0,166,0.048,166,0.139
14K477,East Williamsburg Scholars Academy,High School,327,0.7,0.89,0.79,0.85,0.85,0.89,0.437,0.563,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,0.242,0.193,0.116,0.196,0.731,1.9,7.5,0.957,0.83,0.425,0.975,50,0.58,50,0.78,85,0.824,50,0,50,0,50,0,50,0,,,,,,,,,33,409,33,415,50,0,50,0,50,0.04,50,0.1
14K478,"The High School for Enterprise, Business and Techn",High School,692,0.59,0.64,0.7,0.59,0.8,0.75,0.345,0.655,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.145,0.185,0.077,0.133,0.75,3.2,11,0.818,0.84,0.39,0.984,203,0.695,203,0.847,178,0.882,203,0,203,0,203,0,203,0,,,,,,,,,154,439,154,440,203,0,203,0,203,0.108,203,0.222
14K561,Williamsburg Preparatory School,High School,719,0.76,0.89,0.83,0.92,0.93,0.95,0.541,0.459,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.04,0.182,0.028,0.058,0.682,2.2,10.7,0.94,0.913,0.247,0.981,172,0.587,172,0.983,151,0.967,172,0,172,0,172,0,172,0,18,14.7,18,16,18,17.1,18,17.6,160,458,160,456,172,0,172,0,172,0.198,172,0.326
14K586,Lyons Community School,High School,274,0.76,0.91,0.83,0.89,0.95,0.95,0.493,0.507,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,0.088,0.266,0.058,0.131,0.854,1.1,14.2,0.814,0.675,0.9,0.983,70,0.243,70,0.786,77,0.779,70,0,70,0,70,0,70,0,,,,,,,,,56,414,56,428,70,0,70,0,70,0.086,70,0.2
14K610,A-Tech High School,High School,337,0.77,0.95,0.86,0.95,0.9,0.95,0.104,0.896,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,0.065,0.401,0.086,0.089,0.766,4.4,3,0.939,0.832,0.492,0.978,76,0.816,76,0.855,80,0.725,76,0,76,0,76,0,76,0,,,,,,,,,62,408,62,411,76,0,76,0,76,0.066,76,0.145
14K614,Young Women's Leadership School of Brooklyn,High School,261,0.7,0.74,0.76,0.77,0.91,0.85,1,0,Well Developed,Proficient,Developing,Well Developed,Developing,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.065,0.238,0.023,0.115,0.747,2.1,5,0.517,0.841,0.519,0.977,57,0.982,57,0.965,31,0.968,57,0,57,0,57,0,57,0,,,,,,,,,52,437,52,455,57,0,57,0,57,0.088,57,0.333
14K685,El Puente Academy for Peace and Justice,High School,223,0.81,0.87,0.87,0.9,0.9,0.94,0.422,0.578,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.211,0.251,0.081,0.148,0.861,1.2,3.2,0.889,0.867,0.305,0.976,47,0.128,47,0.766,56,0.929,47,0,47,0,47,0,47,0,,,,,,,,,38,387,38,408,47,0,47,0,47,0.021,47,0.064
15K429,Digital Arts and Cinema Technology High School,High School,342,0.74,0.84,0.83,0.85,0.89,0.88,0.442,0.558,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,0.018,0.219,0.032,0.056,0.646,3.1,7.9,0.615,0.893,0.349,0.987,72,0.972,72,0.972,43,1,72,0,72,0,72,0,72,0,,,,,,,,,70,426,70,437,72,0,72,0,72,0.069,72,0.264
15K463,Cyberarts Studio Academy,High School,239,0.73,0.96,0.82,0.98,0.76,0.91,0.485,0.515,Developing,Developing,Developing,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Developing,0.151,0.218,0.159,0.084,0.703,2.2,2.7,0.833,0.834,0.504,0.983,50,0.51,50,0.68,57,0.754,50,0,50,0,50,0,50,0,,,,,,,,,31,420,31,422,50,0,50,0,50,0.04,50,0.1
15K464,Park Slope Collegiate,High School,395,0.77,0.87,0.84,0.9,0.92,0.92,0.438,0.562,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,0.071,0.256,0.038,0.073,0.608,2.1,2.1,0.782,0.694,0.654,0.974,81,0.846,81,0.802,98,0.959,81,0,81,0,81,0,81,0,,,,,,,,,72,448,72,448,81,0,81,0,81,0.16,81,0.284
15K497,The Boerum Hill School for International Studies,High School,339,0.75,0.91,0.8,0.86,0.88,0.88,0.451,0.549,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.083,0.212,0.027,0.091,0.469,2.3,4.1,0.81,0.865,0.329,0.985,51,0.608,51,0.922,51,0.843,51,0,51,0,51,0,51,0,,,,,,,,,43,448,43,457,51,0,51,0,51,0.176,51,0.314
15K519,Cobble Hill School of American Studies,High School,479,0.8,0.85,0.82,0.86,0.88,0.86,0.562,0.438,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.115,0.203,0.14,0.152,0.704,3.5,11,0.875,0.742,0.516,0.971,119,0.807,119,0.84,145,0.883,119,0,119,0,119,0,119,0,,,,,,,,,78,409,78,419,119,0,119,0,119,0.05,119,0.109
15K656,Brooklyn High School of the Arts,High School,954,0.77,0.9,0.83,0.93,0.94,0.93,0.756,0.244,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.008,0.173,0.01,0.052,0.505,3.6,5.1,0.849,0.879,0.35,0.986,217,0.839,217,0.935,196,0.959,217,0,217,0,217,0,217,0,,,,,,,,,196,446,196,471,217,0,217,0,217,0.111,217,0.392
15K667,Sunset Park High School,High School,"1,306",0.72,0.78,0.82,0.78,0.8,0.83,0.459,0.541,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,0.216,0.191,0.061,0.089,0.757,1,7,0.902,0.765,0.654,0.978,270,0.893,270,0.881,287,0.895,270,0,270,0,270,0,270,0,,,,,,,,,227,443,227,429,270,0,270,0,270,0.137,270,0.193
16K455,Boys and Girls High School,High School,452,0.72,0.88,0.81,0.85,0.88,0.87,0.319,0.681,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.058,0.338,0.131,0.153,0.754,1.2,5.1,0.756,0.755,0.477,0.984,77,0.708,77,0.805,89,0.775,77,0,77,0,77,0,77,0,,,,,,,,,60,399,60,402,77,0,77,0,77,0.013,77,0.065
16K498,Brooklyn High School for Law and Technology,High School,613,0.69,0.72,0.76,0.74,0.81,0.84,0.429,0.571,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,0.085,0.21,0.065,0.14,0.737,1.8,6.1,0.821,0.763,0.479,0.982,109,0.725,109,0.826,126,0.825,109,0,109,0,109,0,109,0,55,30.5,55,31.3,55,31.1,55,30.1,99,438,99,439,109,0,109,0,109,0.11,109,0.248
16K688,The Brooklyn Academy of Global Finance,High School,132,0.74,0.9,0.86,0.98,0.84,0.93,0.409,0.591,Proficient,Developing,Developing,Developing,Developing,Developing,Proficient,Developing,Proficient,Developing,0.159,0.303,0.159,0.159,0.788,1,9,0.75,0.86,0.397,0.974,24,0.917,24,0.833,23,0.826,24,0,24,0,24,0,24,0,,,,,,,,,19,383,19,387,24,0,24,0,24,0.042,24,0.083
16K765,Nelson Mandela High School,High School,189,0.75,0.9,0.85,0.91,0.91,0.9,0.386,0.614,Proficient,Developing,Developing,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Developing,0.032,0.344,0.143,0.148,0.767,1.2,7.2,0.955,0.817,0.495,0.982,45,0.144,45,0.889,67,0.806,45,0,45,0,45,0,45,0,,,,,,,,,2,,2,,45,0,45,0,45,0,45,0.022
17K382,Academy for College Preparation and Career Explora,High School,208,0.75,0.87,0.8,0.9,0.87,0.91,0.394,0.606,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,0.111,0.183,0.082,0.231,0.678,1,4.6,0.9,0.89,0.303,0.995,60,0.733,60,0.8,63,0.825,60,0,60,0,60,0,60,0,,,,,,,,,50,403,50,401,60,0,60,0,60,0.05,60,0.133
17K408,Academy of Hospitality and Tourism,High School,277,0.78,0.86,0.81,0.88,0.86,0.88,0.531,0.469,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.126,0.282,0.123,0.191,0.776,1.9,5.5,0.611,0.82,0.455,0.977,61,0.852,61,0.836,35,0.971,61,0,61,0,61,0,61,0,,,,,,,,,43,380,43,398,61,0,61,0,61,0,61,0.049
17K524,International High School at Prospect Heights,High School,323,0.85,0.96,0.92,0.92,0.96,0.96,0.415,0.585,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.882,0.05,0.3,0.232,0.715,2.2,11.5,0.962,0.805,0.498,0.98,83,0.831,83,0.807,104,0.75,83,0,83,0,83,0,83,0,,,,,,,,,71,386,71,392,83,0,83,0,83,0.012,83,0.024
17K528,The High School for Global Citizenship,High School,240,0.7,0.73,0.82,0.8,0.89,0.88,0.304,0.696,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.075,0.171,0.104,0.188,0.642,1.9,11.1,0.846,0.935,0.127,0.99,46,0.685,46,0.87,37,0.919,46,0,46,0,46,0,46,0,18,30,18,30,18,29,18,29.6,40,427,40,433,46,0,46,0,46,0.152,46,0.217
17K531,"School for Human Rights, The",High School,279,0.64,0.77,0.77,0.76,0.89,0.83,0.462,0.538,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.054,0.186,0.097,0.115,0.692,1,2.1,0.864,0.785,0.456,0.974,78,0.449,78,0.885,104,0.904,78,0,78,0,78,0,78,0,,,,,,,,,68,415,68,425,78,0,78,0,78,0.064,78,0.179
17K539,High School for Service & Learning at Erasmus,High School,259,0.72,0.87,0.82,0.89,0.86,0.85,0.375,0.625,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,0.154,0.216,0.158,0.112,0.687,1.1,2,0.8,0.814,0.531,0.974,69,0.841,69,0.841,79,0.823,69,0,69,0,69,0,69,0,,,,,,,,,46,400,46,395,69,0,69,0,69,0.029,69,0.058
17K543,"Science, Technology and Research Early College Hig",High School,399,0.84,0.97,0.82,0.98,0.9,0.94,0.451,0.549,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.008,0.153,0.005,0.045,0.481,1.7,13.1,0.75,0.915,0.283,0.998,85,1,85,1,90,1,85,0,85,0,85,0,85,0,18,30.5,18,30.5,18,30,18,29.8,80,509,80,499,85,0,85,0,85,0.459,85,0.588
17K546,High School for Public Service: Heroes of Tomorrow,High School,519,0.8,0.91,0.84,0.9,0.89,0.95,0.634,0.366,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Well Developed,Proficient,Developing,Developing,0.013,0.197,0.035,0.125,0.632,1.7,8.6,0.828,0.828,0.458,0.985,108,0.898,108,0.917,105,0.971,108,0,108,0,108,0,108,0,,,,,,,,,101,454,101,470,108,0,108,0,108,0.176,108,0.426
17K547,Brooklyn Academy of Science and the Environment,High School,332,0.76,0.9,0.81,0.9,0.92,0.93,0.407,0.593,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.06,0.166,0.102,0.133,0.611,2,4.2,0.8,0.863,0.352,0.984,92,0.685,92,0.826,121,0.851,92,0,92,0,92,0,92,0,8,,8,,8,,8,,77,434,77,456,92,0,92,0,92,0.12,92,0.337
17K548,Brooklyn School for Music & Theatre,High School,292,0.68,0.84,0.74,0.87,0.95,0.91,0.668,0.332,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.024,0.223,0.134,0.158,0.747,2.3,14.1,0.833,0.791,0.552,0.982,67,0.806,68,0.809,67,0.806,68,0,68,0,68,0,68,0,,,,,,,,,54,392,54,412,67,0,67,0,67,0.015,67,0.134
17K590,Medgar Evers College Preparatory School,High School,928,0.75,0.81,0.76,0.86,0.87,0.82,0.572,0.428,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,0.004,0.089,0.014,0.048,0.397,1.9,20,0.747,0.908,0.263,0.978,234,0.981,234,0.962,196,0.99,234,0.004,234,0.004,234,0.004,234,0.004,1,30.1,1,31.3,1,33.8,1,33,226,547,226,540,234,0,234,0,234,0.607,234,0.782
17K600,Clara Barton High School,High School,"1,331",0.71,0.83,0.72,0.85,0.86,0.85,0.772,0.228,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.077,0.177,0.047,0.101,0.638,2.4,14.6,0.818,0.782,0.575,0.987,278,0.73,278,0.759,258,0.86,278,0,278,0,278,0,278,0,,,,,,,,,224,418,224,426,278,0,278,0,278,0.061,278,0.201
17K745,Brooklyn Institute for Liberal Arts,High School,523,0.8,0.88,0.82,0.9,0.92,0.9,0.491,0.509,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.054,0.21,0.04,0.138,0.639,1.4,9.2,0.586,0.88,0.278,0.982,95,0.295,95,0.916,85,0.941,95,0,95,0,95,0,95,0,8,,8,,8,,8,,89,431,89,446,95,0,95,0,95,0.116,95,0.305
