dbn,school_name,school_type,enrollment,survey_pp_RI,survey_pp_CT,survey_pp_SE,survey_pp_ES,survey_pp_SF,survey_pp_TR,gender_female_pct,gender_male_pct,QR_1_1,QR_1_2,QR_2_2,QR_3_4,QR_4_2,QR_1_4,QR_1_3,QR_3_1,QR_4_1,QR_5_1,ELL,IEP,hs_overage_undercredit_hoi_pct,temp_housing_pct,hra_elig_pct,median_distance,Principal_experience,Teach_3_more_exp,val_attendance_hs_all,val_chronic_absent_hs_all,Teacher_attendance,n_pct_cpci_all,val_pct_cpci_all,n_grad_pct_4_all,val_grad_pct_4_all,n_grad_pct_6_all,val_grad_pct_6_all,n_act_engl,val_act_engl,n_act_math,val_act_math,n_act_read,val_act_read,n_act_scie,val_act_scie,n_mean_act_engl,val_mean_act_engl,n_mean_act_math,val_mean_act_math,n_mean_act_read,val_mean_act_read,n_mean_act_scie,val_mean_act_scie,n_mean_sat_math,val_mean_sat_math,n_mean_sat_writ,val_mean_sat_writ,n_pct_act_engl,val_pct_act_engl,n_pct_act_math,val_pct_act_math,n_pct_sat_math,val_pct_sat_math,n_pct_sat_writ,val_pct_sat_writ
01M292,Orchard Collegiate Academy,High School,296,0.76,0.84,0.83,0.89,0.91,0.91,0.483,0.517,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,0.074,0.267,0.037,0.142,0.726,1.1,6.1,0.714,0.807,0.566,0.982,65,0.315,65,0.938,28,0.893,65,0,65,0,65,0,65,0,,,,,,,,,59,431,59,448,65,0,65,0,65,0.092,65,0.292
01M448,University Neighborhood High School,High School,570,0.82,0.95,0.92,0.97,0.86,0.95,0.533,0.467,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,0.14,0.174,0.039,0.132,0.726,4.9,2.8,0.879,0.86,0.382,0.992,134,0.955,134,0.985,99,0.96,134,0,134,0,134,0,134,0,,,,,,,,,129,497,129,469,134,0,134,0,134,0.388,134,0.448
01M450,East Side Community School,High School,377,0.85,0.91,0.91,0.95,0.96,0.97,0.507,0.493,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,0.008,0.249,0.005,0.109,0.435,1.2,20,0.811,0.975,0.048,1,79,0.867,79,0.924,94,0.947,79,0,79,0,79,0,79,0,7,,7,,7,,7,,72,496,72,502,79,0,79,0,79,0.354,79,0.557
01M539,"New Explorations into Science, Technology and Math",High School,664,0.78,0.86,0.8,0.88,0.94,0.92,0.514,0.486,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,0.002,0.172,0.008,0.023,0.286,4.2,1.2,0.86,0.947,0.123,0.988,133,0.97,133,0.985,140,1,133,0.03,133,0.03,133,0.03,133,0.03,4,,4,,4,,4,,126,624,126,617,133,0.03,133,0.023,133,0.774,133,0.85
01M696,Bard High School Early College,High School,636,0.85,0.8,0.83,0.84,0.89,0.9,0.56,0.44,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Developing,Proficient,0,0.131,0.002,0.024,0.296,5.1,11,0.919,0.942,0.198,0.989,161,0.994,161,0.95,150,0.993,161,0.05,161,0.05,161,0.05,161,0.05,8,34.5,8,34.5,8,34.5,8,34.5,152,643,152,643,161,0.05,161,0.043,161,0.882,161,0.919
02M135,The Urban Assembly School for Emergency Management,High School,272,0.75,0.87,0.83,0.85,0.92,0.9,0.563,0.438,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.077,0.21,0.044,0.151,0.702,7.6,3.1,0.696,0.862,0.358,0.984,55,0.836,55,0.909,61,0.902,55,0,55,0,55,0,55,0,,,,,,,,,43,451,43,468,55,0,55,0,55,0.127,55,0.345
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,High School,406,0.74,0.84,0.86,0.84,0.93,0.93,0.379,0.621,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.069,0.293,0.076,0.108,0.751,5.5,0.5,0.756,0.764,0.638,0.987,105,0.848,105,0.876,80,0.9,105,0,105,0,105,0,105,0,,,,,,,,,94,429,94,452,105,0,105,0,105,0.105,105,0.257
02M260,The Clinton School,High School,505,0.82,0.9,0.83,0.88,0.91,0.93,0.661,0.339,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.008,0.19,0.006,0.01,0.147,1.8,10,0.868,0.93,0.202,0.992,124,0.802,124,0.976,87,0.966,124,0,124,0,124,0,124,0,7,,7,,7,,7,,101,586,101,607,124,0,124,0,124,0.669,124,0.766
02M280,Manhattan Early College School for Advertising,High School,460,0.87,1,0.98,0.98,0.88,0.97,0.504,0.496,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,0.065,0.178,0.037,0.104,0.687,6.9,3.2,0.771,0.812,0.5,0.987,100,0.88,101,0.921,80,0.963,101,0,101,0,101,0,101,0,7,,7,,7,,7,,90,462,90,476,100,0,100,0,100,0.18,100,0.47
02M282,Urban Assembly Maker Academy,High School,484,0.84,0.89,0.89,0.93,0.91,0.93,0.306,0.694,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.058,0.209,0.041,0.112,0.618,7.1,0.1,0.667,0.813,0.552,0.99,105,0.971,105,0.943,77,0.909,105,0,105,0,105,0,105,0,,,,,,,,,92,444,92,459,105,0,105,0,105,0.181,105,0.305
02M288,Food and Finance High School,High School,417,0.69,0.74,0.76,0.82,0.91,0.87,0.564,0.436,Proficient,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,0.046,0.228,0.029,0.115,0.707,6.3,17.2,0.862,0.818,0.416,0.993,81,0.802,81,0.815,82,0.902,81,0,81,0,81,0,81,0,,,,,,,,,67,427,67,434,81,0,81,0,81,0.111,81,0.16
02M294,Essex Street Academy,High School,370,0.85,0.95,0.89,0.92,0.94,0.96,0.576,0.424,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.027,0.262,0.041,0.051,0.535,5,5.7,1,0.846,0.444,0.978,95,0.811,95,0.979,70,0.957,95,0,95,0,95,0,95,0,,,,,,,,,88,428,88,456,95,0,95,0,95,0.063,95,0.295
02M298,Pace High School,High School,595,0.75,0.77,0.82,0.8,0.88,0.88,0.555,0.445,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,0.057,0.21,0.045,0.074,0.659,6.8,5.8,0.897,0.744,0.594,0.986,140,0.654,141,0.752,134,0.918,141,0,141,0,141,0,141,0,7,,7,,7,,7,,118,462,118,463,140,0,140,0,140,0.2,140,0.307
02M300,"Urban Assembly School of Design and Construction,",High School,257,0.75,0.91,0.89,0.92,0.92,0.98,0.296,0.704,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,0.078,0.265,0.047,0.132,0.778,6.1,3,0.909,0.843,0.448,0.985,57,0.737,57,0.842,84,0.762,57,0,57,0,57,0,57,0,,,,,,,,,48,450,48,442,57,0,57,0,57,0.175,57,0.228
02M303,"Facing History School, The",High School,331,0.78,0.97,0.85,0.98,0.94,0.98,0.492,0.508,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,0.118,0.299,0.063,0.16,0.758,5.4,10,0.821,0.812,0.558,0.972,66,0.235,66,0.818,99,0.828,66,0,66,0,66,0,66,0,7,,7,,7,,7,,48,412,48,438,66,0,66,0,66,0.015,66,0.167
02M305,"Urban Assembly Academy of Government and Law, The",High School,349,0.71,0.85,0.82,0.88,0.89,0.94,0.59,0.41,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,0.043,0.206,0.034,0.112,0.774,6.8,7.1,0.667,0.876,0.447,0.985,60,0.842,60,0.883,61,0.902,60,0,60,0,60,0,60,0,,,,,,,,,51,436,51,449,60,0,60,0,60,0.117,60,0.283
02M308,Lower Manhattan Arts Academy,High School,346,0.67,0.59,0.74,0.6,0.73,0.67,0.624,0.376,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.066,0.306,0.084,0.168,0.766,5,2.2,0.519,0.859,0.496,0.978,76,0.829,76,0.803,65,0.831,76,0,76,0,76,0,76,0,7,,7,,7,,7,,55,399,55,423,76,0,76,0,76,0.026,76,0.158
02M316,"Urban Assembly School of Business for Young Women,",High School,147,0.71,0.88,0.83,0.9,0.85,0.89,1,0,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,0.136,0.163,0.136,0.163,0.762,9.1,16.2,0.818,0.697,0.676,0.965,35,0.629,35,0.743,47,0.83,35,0,35,0,35,0,35,0,,,,,,,,,28,408,28,431,35,0,35,0,35,0.029,35,0.171
02M374,Gramercy Arts High School,High School,483,0.73,0.68,0.79,0.7,0.83,0.82,0.675,0.325,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.029,0.211,0.043,0.145,0.683,6.5,2.1,0.833,0.923,0.205,0.981,86,0.965,86,0.953,109,0.954,86,0,86,0,86,0,86,0,,,,,,,,,83,440,83,490,86,0,86,0,86,0.163,86,0.5
02M393,Business Of Sports School,High School,447,0.71,0.86,0.79,0.89,0.89,0.89,0.324,0.676,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.081,0.233,0.045,0.161,0.787,5.3,12.2,0.941,0.79,0.493,0.984,98,0.806,98,0.867,91,0.901,98,0,98,0,98,0,98,0,,,,,,,,,81,415,81,418,98,0,98,0,98,0.041,98,0.133
02M399,The High School For Language And Diplomacy,High School,239,0.6,0.48,0.76,0.46,0.89,0.74,0.527,0.473,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.096,0.192,0.126,0.121,0.703,5.6,5.6,0.941,0.732,0.598,0.976,45,0.6,45,0.8,84,0.857,45,0,45,0,45,0,45,0,7,,7,,7,,7,,33,443,33,446,45,0,45,0,45,0.089,45,0.244
02M400,High School for Environmental Studies,High School,"1,185",0.77,0.9,0.84,0.89,0.9,0.91,0.53,0.47,Well Developed,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.063,0.164,0.026,0.073,0.668,6.1,0.2,0.877,0.898,0.237,0.986,285,0.842,286,0.93,252,0.849,286,0,286,0,286,0,286,0,,,,,,,,,260,484,260,476,285,0,285,0,285,0.326,285,0.439
02M407,Institute for Collaborative Education,High School,286,0.82,0.71,0.9,0.82,0.87,0.88,0.49,0.51,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.003,0.217,0.017,0.056,0.301,4,9.6,0.75,0.936,0.182,0.994,70,0.5,70,0.971,67,0.985,70,0.043,70,0.043,70,0.043,70,0.043,3,,3,,3,,3,,60,489,60,542,70,0.043,70,0.043,70,0.314,70,0.643
02M408,Professional Performing Arts High School,High School,472,0.81,0.86,0.81,0.86,0.9,0.89,0.72,0.28,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.002,0.193,0.013,0.04,0.254,6.7,16.1,0.9,0.961,0.115,0.992,96,1,96,0.99,100,0.99,96,0.031,96,0.031,96,0.031,96,0.031,3,30.7,3,29.9,3,31,3,28.9,86,525,86,546,96,0.031,96,0.031,96,0.448,96,0.667
02M411,Baruch College Campus High School,High School,492,0.8,0.9,0.84,0.85,0.88,0.89,0.553,0.447,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,0.002,0.173,0.006,0.02,0.272,2.1,17.4,0.793,0.961,0.081,0.978,127,1,127,0.992,112,1,127,0.071,127,0.071,127,0.071,127,0.071,9,,9,,9,,9,,115,593,115,573,127,0.071,127,0.063,127,0.724,127,0.827
02M413,School of the Future High School,High School,441,0.82,0.89,0.83,0.89,0.91,0.91,0.512,0.488,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.005,0.222,0.009,0.039,0.336,1.8,14,0.896,0.919,0.236,0.996,101,1,101,0.97,109,0.982,101,0.02,101,0.02,101,0.02,101,0.02,2,30.7,2,29.9,2,31,2,28.9,95,519,95,545,101,0.02,101,0.01,101,0.455,101,0.743
02M414,N.Y.C. Museum School,High School,443,0.74,0.78,0.76,0.8,0.86,0.88,0.499,0.501,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.005,0.221,0.011,0.02,0.318,4,0.2,0.8,0.949,0.127,0.989,105,0.971,105,0.971,95,1,105,0.019,105,0.019,105,0.019,105,0.019,2,,2,,2,,2,,102,561,102,553,105,0.019,105,0.019,105,0.714,105,0.8
02M416,Eleanor Roosevelt High School,High School,546,0.86,0.9,0.83,0.92,0.9,0.91,0.588,0.412,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0,0.158,0,0.005,0.115,1.1,13.1,0.939,0.957,0.093,0.991,133,1,133,1,128,1,133,0.15,133,0.15,133,0.15,133,0.15,20,30.7,20,29.9,20,31,20,28.9,121,690,121,658,133,0.135,133,0.15,133,0.88,133,0.887
02M418,Millennium High School,High School,698,0.8,0.81,0.84,0.83,0.84,0.89,0.554,0.446,Proficient,Developing,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.004,0.139,0.001,0.06,0.405,1.4,9.2,0.846,0.976,0.047,0.965,158,0.924,158,0.994,141,1,158,0,158,0,158,0,158,0,,,,,,,,,156,651,156,610,158,0,158,0,158,0.924,158,0.949
02M419,Landmark High School,High School,368,0.74,0.93,0.85,0.93,0.93,0.96,0.541,0.459,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,0.098,0.25,0.095,0.125,0.785,6.2,2,0.769,0.698,0.831,0.984,73,0.699,73,0.849,98,0.806,73,0,73,0,73,0,73,0,7,,7,,7,,7,,62,406,62,425,73,0,73,0,73,0.041,73,0.151
02M420,High School for Health Professions and Human Servi,High School,"1,780",0.77,0.86,0.8,0.85,0.8,0.88,0.724,0.276,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.047,0.144,0.029,0.075,0.667,5.5,12,0.879,0.803,0.451,0.989,449,0.902,450,0.962,425,0.965,450,0.002,450,0.002,450,0.002,450,0.002,1,,1,,1,,1,,421,511,421,496,449,0.002,449,0.002,449,0.452,449,0.55
02M422,Quest to Learn,High School,377,0.7,0.73,0.78,0.69,0.9,0.83,0.395,0.605,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,0.024,0.265,0.056,0.098,0.57,3.8,0.2,0.936,0.861,0.379,0.985,83,0.801,83,0.831,83,0.88,83,0,83,0,83,0,83,0,2,,2,,2,,2,,67,469,67,475,83,0,83,0,83,0.145,83,0.373
02M425,Leadership and Public Service High School,High School,298,0.78,0.84,0.85,0.81,0.93,0.9,0.577,0.423,Developing,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,0.037,0.201,0.057,0.114,0.735,7.5,10.2,0.95,0.906,0.228,0.984,92,0.799,92,0.88,150,0.94,92,0,92,0,92,0,92,0,7,,7,,7,,7,,77,440,77,439,92,0,92,0,92,0.141,92,0.261
02M427,Manhattan Academy For Arts & Language,High School,188,0.83,0.99,0.93,0.98,0.92,0.96,0.516,0.484,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.633,0.08,0.266,0.404,0.75,5.9,11.2,0.813,0.836,0.404,0.987,62,0.347,62,0.661,74,0.757,62,0,62,0,62,0,62,0,,,,,,,,,43,401,43,409,62,0,62,0,62,0.016,62,0.065
02M432,Murray Hill Academy,High School,266,0.84,0.96,0.89,0.91,0.85,0.94,0.511,0.489,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.019,0.241,0.102,0.143,0.722,6.3,1.5,0.905,0.819,0.481,0.994,75,0.487,75,0.84,70,0.786,75,0,75,0,75,0,75,0,3,,3,,3,,3,,66,437,66,437,75,0,75,0,75,0.08,75,0.253
02M437,Hudson High School of Learning Technologies,High School,367,0.71,0.78,0.84,0.84,0.86,0.85,0.322,0.678,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.074,0.234,0.079,0.147,0.766,6.7,2.1,0.75,0.826,0.467,0.989,109,0.766,109,0.872,107,0.935,109,0,109,0,109,0,109,0,,,,,,,,,90,424,90,427,109,0,109,0,109,0.083,109,0.211
02M438,International High School at Union Square,High School,307,0.75,0.91,0.9,0.95,0.91,0.95,0.401,0.599,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.834,0.039,0.218,0.384,0.674,6.3,6,0.92,0.786,0.523,0.989,94,0.287,94,0.862,93,0.774,94,0,94,0,94,0,94,0,3,,3,,3,,3,,77,418,77,401,94,0,94,0,94,0.064,94,0.096
02M449,Vanguard High School,High School,428,0.76,0.9,0.86,0.88,0.85,0.9,0.53,0.47,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.026,0.189,0.047,0.077,0.673,4.1,2,1,0.948,0.153,0.999,103,0.16,103,0.67,98,0.878,103,0,103,0,103,0,103,0,,,,,,,,,86,411,86,421,103,0,103,0,103,0.058,103,0.136
02M459,Manhattan International High School,High School,298,0.82,0.97,0.9,0.97,0.89,0.94,0.456,0.544,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.782,0.027,0.225,0.221,0.648,4.2,9,0.857,0.788,0.548,0.998,73,0.26,73,0.685,93,0.731,73,0,73,0,73,0,73,0,,,,,,,,,51,414,51,410,73,0,73,0,73,0.027,73,0.096
02M475,Stuyvesant High School,High School,"3,342",0.85,0.83,0.81,0.85,0.86,0.87,0.423,0.577,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0,0.007,0.001,0.016,0.309,7.2,1.1,0.98,0.973,0.048,0.987,809,1,809,0.993,820,0.998,809,0.066,809,0.066,809,0.066,809,0.066,53,34.5,53,34.5,53,34.5,53,33.4,770,774,770,728,809,0.066,809,0.066,809,0.952,809,0.952
02M489,High School of Economics and Finance,High School,737,0.78,0.86,0.87,0.84,0.84,0.87,0.446,0.554,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,0.05,0.191,0.027,0.103,0.665,7.3,14.1,0.8,0.856,0.408,0.989,175,0.937,175,0.914,163,0.926,175,0,175,0,175,0,175,0,,,,,,,,,155,497,155,474,175,0,175,0,175,0.303,175,0.411
02M500,Unity Center for Urban Technologies,High School,314,0.88,0.94,0.95,0.95,0.87,0.97,0.328,0.672,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,0.073,0.185,0.038,0.146,0.768,6.8,14,0.765,0.857,0.371,0.977,59,0.881,59,0.949,62,0.919,59,0,59,0,59,0,59,0,3,,3,,3,,3,,51,446,51,465,59,0,59,0,59,0.169,59,0.356
02M519,Talent Unlimited High School,High School,523,0.79,0.87,0.84,0.89,0.92,0.93,0.738,0.262,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.011,0.13,0.011,0.038,0.407,6.1,1.8,0.886,0.772,0.667,0.986,110,0.991,110,0.982,99,0.98,110,0,110,0,110,0,110,0,,,,,,,,,108,494,108,503,110,0,110,0,110,0.345,110,0.655
02M520,Murry Bergtraum High School for Business Careers,High School,130,0.73,0.89,0.83,0.87,0.86,0.93,0.585,0.415,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.031,0.146,0.038,0.154,0.715,6.9,1.8,1,0.913,0.299,0.995,21,0.81,21,0.81,63,0.794,21,0,21,0,21,0,21,0,2,,2,,2,,2,,16,401,16,449,21,0,21,0,21,0,21,0.19
02M529,Jacqueline Kennedy Onassis High School,High School,196,0.77,0.9,0.86,0.95,0.88,0.94,0.561,0.439,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.031,0.24,0.087,0.128,0.699,6.2,2,0.889,0.769,0.541,0.991,65,0.785,65,0.831,150,0.76,65,0,65,0,65,0,65,0,3,,3,,3,,3,,51,441,51,446,65,0,65,0,65,0.092,65,0.277
02M531,Repertory Company High School for Theatre Arts,High School,240,0.82,0.9,0.84,0.88,0.92,0.94,0.792,0.208,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.004,0.196,0.029,0.05,0.383,6.8,5.6,0.875,0.91,0.305,0.989,57,0.982,57,0.965,59,1,57,0,57,0,57,0,57,0,3,,3,,3,,3,,53,457,53,491,57,0,57,0,57,0.193,57,0.526
02M533,Union Square Academy for Health Sciences,High School,423,0.78,0.81,0.83,0.78,0.96,0.85,0.7,0.3,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,0.057,0.175,0.043,0.099,0.768,6.1,9.2,0.767,0.848,0.451,0.983,90,0.9,90,0.867,94,0.904,90,0,90,0,90,0,90,0,,,,,,,,,79,461,79,455,90,0,90,0,90,0.211,90,0.289
02M534,Harvest Collegiate High School,High School,452,0.77,0.92,0.82,0.9,0.88,0.92,0.546,0.454,Proficient,Developing,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.035,0.219,0.038,0.086,0.586,5.6,8.6,0.944,0.668,0.828,0.988,107,0.252,107,0.916,106,0.887,107,0,107,0,107,0,107,0,2,,2,,2,,2,,97,459,97,476,107,0,107,0,107,0.271,107,0.458
02M543,New Design High School,High School,511,0.76,0.88,0.9,0.81,0.82,0.92,0.654,0.346,Proficient,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.043,0.254,0.055,0.131,0.763,6.6,18.2,0.829,0.83,0.45,0.988,100,0.245,100,0.87,86,0.814,100,0,100,0,100,0,100,0,2,,2,,2,,2,,86,413,86,431,100,0,100,0,100,0.05,100,0.19
02M545,High School for Dual Language and Asian Studies,High School,403,0.76,0.79,0.82,0.83,0.86,0.88,0.578,0.422,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Well Developed,Proficient,Proficient,Developing,0.194,0.057,0.02,0.179,0.7,5.2,18.2,0.8,0.967,0.082,0.992,99,1,99,0.99,88,1,99,0,99,0,99,0,99,0,,,,,,,,,97,643,97,519,99,0,99,0,99,0.919,99,0.687
02M546,Academy for Software Engineering,High School,447,0.72,0.9,0.86,0.91,0.91,0.94,0.174,0.826,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.047,0.266,0.029,0.087,0.62,6.1,3.9,0.829,0.819,0.576,0.98,109,0.963,109,0.927,106,0.943,109,0,109,0,109,0,109,0,3,,3,,3,,3,,97,498,97,491,109,0,109,0,109,0.358,109,0.44
02M551,Urban Assembly New York Harbor School,High School,513,0.74,0.84,0.84,0.86,0.92,0.95,0.326,0.674,Developing,Developing,Developing,Well Developed,Developing,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.01,0.257,0.016,0.072,0.474,5,6.2,0.902,0.793,0.591,0.997,126,0.905,126,0.897,94,0.926,126,0.008,126,0.008,126,0.008,126,0.008,1,,1,,1,,1,,117,479,117,509,126,0.008,126,0,126,0.286,126,0.563
02M580,Richard R. Green High School of Teaching,High School,287,0.85,0.95,0.92,0.95,0.88,0.98,0.62,0.38,Proficient,Proficient,Developing,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,0.049,0.237,0.066,0.108,0.672,7.2,4.1,0.909,0.777,0.44,0.988,86,0.477,86,0.884,116,0.845,86,0,86,0,86,0,86,0,,,,,,,,,76,447,76,460,86,0,86,0,86,0.174,86,0.314
02M600,The High School of Fashion Industries,High School,"1,667",0.77,0.9,0.84,0.92,0.88,0.94,0.887,0.113,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.034,0.202,0.029,0.105,0.682,7.3,11,0.866,0.769,0.674,0.987,334,0.931,334,0.952,354,0.944,334,0,334,0,334,0,334,0,3,,3,,3,,3,,323,457,323,472,334,0,334,0,334,0.174,334,0.425
02M605,Humanities Preparatory Academy,High School,261,0.85,0.97,0.92,0.97,0.93,0.94,0.556,0.444,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Well Developed,0.042,0.203,0.088,0.134,0.659,6.5,9,0.85,0.926,0.147,0.985,69,0.261,69,0.942,66,0.955,69,0,69,0,69,0,69,0,,,,,,,,,58,425,58,470,69,0,69,0,69,0.072,69,0.319
02M615,Chelsea Career and Technical Education High School,High School,458,0.74,0.84,0.84,0.87,0.88,0.91,0.275,0.725,Proficient,Developing,Proficient,Proficient,Developing,Developing,Proficient,Under Developed,Proficient,Proficient,0.048,0.242,0.039,0.109,0.694,6.8,4,0.844,0.741,0.586,0.973,108,0.963,108,0.889,97,0.866,108,0.009,108,0.009,108,0.009,108,0.009,1,34.5,1,34.5,1,33.4,1,33.4,98,458,98,457,108,0,108,0,108,0.176,108,0.352
02M630,Art and Design High School,High School,"1,507",0.73,0.84,0.82,0.85,0.91,0.88,0.668,0.332,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.009,0.219,0.017,0.054,0.417,5.9,2,0.763,0.927,0.17,0.98,328,0.912,328,0.93,324,0.929,328,0,328,0,328,0,328,0,,,,,,,,,301,488,301,506,328,0,328,0,328,0.296,328,0.573
03M299,The Maxine Greene HS for Imaginative Inquiry,High School,198,0.6,0.65,0.72,0.64,0.86,0.78,0.515,0.485,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.121,0.263,0.202,0.192,0.818,4.5,16.2,0.783,0.779,0.497,0.987,92,0.69,92,0.772,111,0.82,92,0.022,92,0.022,92,0.022,92,0.022,2,,2,,2,,2,,67,424,67,436,92,0,92,0,92,0.076,92,0.163
03M307,"Urban Assembly School for Media Studies, The",High School,372,0.83,0.91,0.9,0.88,0.99,0.95,0.505,0.495,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.043,0.164,0.07,0.151,0.753,6,12.6,0.778,0.808,0.619,0.986,98,0.939,98,0.888,108,0.889,98,0,98,0,98,0,98,0,,,,,,,,,86,457,86,452,98,0,98,0,98,0.143,98,0.337
